timestamp,station_id,temperature_c,pressure_hpa,humidity_pct,gt_anomaly_type,gt_is_anomaly,q_missing,q_duplicate_ts,q_out_of_range_temperature_c,q_out_of_range_pressure_hpa,q_out_of_range_humidity_pct,q_out_of_range,q_frozen,q_any_flag,z_temperature_c,flag_stat_temperature_c,z_pressure_hpa,flag_stat_pressure_hpa,z_humidity_pct,flag_stat_humidity_pct,flag_statistical,drift_temperature_c,flag_drift_temperature_c,drift_pressure_hpa,flag_drift_pressure_hpa,drift_humidity_pct,flag_drift_humidity_pct,flag_temporal,mv_residual,flag_multivariate,pred_anomaly_type,pred_severity,pred_confidence,pred_reason,pred_is_anomaly,health_score,health_trend
2026-01-01 00:00:00,AWS_DELHI_01,22.87924614478249,1013.1760275062194,77.04891353747487,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:05:00,AWS_DELHI_01,22.249822585145267,1013.0793358612917,84.36427188823177,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:10:00,AWS_DELHI_01,22.87651645746184,1013.2976040888079,77.50370971359108,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:15:00,AWS_DELHI_01,22.86518704168262,1012.777115842103,82.78109736671487,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:20:00,AWS_DELHI_01,21.623319265824595,1012.9652520747159,80.77475096787606,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:25:00,AWS_DELHI_01,21.799821298697783,1012.945652272193,86.28417862656167,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:30:00,AWS_DELHI_01,22.2910161195195,1012.6768342313765,83.46645377998806,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:35:00,AWS_DELHI_01,22.034835337457668,1013.131073041762,79.4311108503742,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:40:00,AWS_DELHI_01,22.07836727126433,1012.9714147612306,79.59757943970416,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:45:00,AWS_DELHI_01,21.669964755155295,1013.1255658554771,83.97586235584336,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
2026-01-01 00:50:00,AWS_DELHI_01,22.291410515067817,1013.3699452282619,80.93607995212963,normal,False,False,False,False,False,False,False,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,0.0,False,0.0,False,False,0.0,False,normal,none,0.0,No anomaly detected.,False,1.0,0.0
